name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Montréal, QC, Canada",2025-05-26T10:00:00,16.8,16.8,9.7,62.9,0,0,,0,0,10.4,5.5,171,1022.2,0,24.5,753,2.7,8,10,Clear,clear-day,"71627094792,71377099999,71371099999,CWIZ,F8061,CWTA,71612099999"
"Montréal, QC, Canada",2025-05-26T11:00:00,18.2,18.2,8.9,54.53,0,0,,0,0,10.4,7.6,171,1022.3,0,24.5,884,3.2,9,10,Clear,clear-day,"71627094792,71377099999,71371099999,CWIZ,F8061,CWTA,71612099999"
"Montréal, QC, Canada",2025-05-26T12:00:00,19.7,19.7,8.2,47.52,0,0,,0,0,11.2,5.5,142,1022.2,0,17.1,926,3.3,9,10,Clear,clear-day,"71627094792,71377099999,71371099999,CWIZ,F8061,CWTA,71612099999"
"Montréal, QC, Canada",2025-05-26T13:00:00,20.4,20.4,5.6,37.97,0,0,,0,0,13.3,7.6,171,1022.1,0,24.5,931,3.4,9,10,Clear,clear-day,"71627094792,71377099999,71371099999,CWIZ,F8061,CWTA,71612099999"
"Montréal, QC, Canada",2025-05-26T14:00:00,20.9,20.9,2.9,30.57,0,0,,0,0,13.3,9.4,220,1021.9,3,25.9,882,3.2,9,10,Clear,clear-day,"71627094792,71377099999,71371099999,CWIZ,F8061,CWTA,71612099999"
"Montréal, QC, Canada",2025-05-26T15:00:00,21.8,21.8,3.5,30.11,0,0,,0,0,14,5.5,239,1021.7,0,24.5,771,2.8,8,10,Clear,clear-day,"71627094792,71377099999,71371099999,CWIZ,F8061,CWTA,71612099999"
"Montréal, QC, Canada",2025-05-26T16:00:00,15.9,15.9,8.4,60.94,0.983,100,rain,0,0,100,16.5,202,1022.6,19,12.8,82,0.3,1,10,Rain,rain,"71627094792,71377099999,71371099999,CWIZ,F8061,CWTA,71612099999"
"Montréal, QC, Canada",2025-05-26T17:00:00,17.9,17.9,11.8,67.61,0,0,,0,0,13,1.3,240,1022,93.8,18.5,276,1,3,3,Overcast,cloudy,"71627094792,71377099999,71371099999,CWIZ,F8061,CWTA,71612099999"
"Montréal, QC, Canada",2025-05-26T18:00:00,18.2,18.2,8.4,52.52,0,0,,0,0,11.5,5.7,211,1022,53,17.1,301,1.1,3,10,Partially cloudy,partly-cloudy-day,"71627094792,71377099999,71371099999,CWIZ,F8061,CWTA,71612099999"
"Montréal, QC, Canada",2025-05-26T19:00:00,18.2,18.2,7.7,50.36,0,0,,0,0,11.2,5.6,240,1022,49,17.1,121,0.4,1,3,Partially cloudy,partly-cloudy-day,"71627094792,71377099999,71371099999,CWIZ,F8061,CWTA,71612099999"
"Montréal, QC, Canada",2025-05-26T20:00:00,17.1,17.1,7.8,54.24,0.032,100,rain,0,0,11.2,7.6,259,1022.4,30,18.5,22,0.1,0,3,"Rain, Partially cloudy",rain,"71627094792,71377099999,71371099999,CWIZ,F8061,CWTA,71612099999"
"Montréal, QC, Canada",2025-05-26T21:00:00,16.8,16.8,7.4,53.61,0,0,,0,0,10.4,7.7,270,1022.7,20,17.1,0,0,0,3,Clear,clear-night,"71627094792,71377099999,71371099999,CWIZ,F8061,CWTA,71612099999"
"Montréal, QC, Canada",2025-05-26T22:00:00,17.1,17.1,6.4,49.19,0,0,,0,0,10.1,9.3,270,1023.1,19,16.3,0,0,0,5,Clear,clear-night,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-26T23:00:00,16.1,16.1,7.4,56.1,0,0,,0,0,11.5,5.4,230,1023.2,27,16.3,0,0,0,10,Partially cloudy,partly-cloudy-night,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-27T00:00:00,15.9,15.9,7,55.31,0,0,,0,0,11.5,5.4,170,1023.4,25,16.3,0,0,0,10,Partially cloudy,partly-cloudy-night,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-27T01:00:00,14.9,14.9,7,58.95,0,0,,0,0,11.5,5.4,180,1023.6,14,16.3,0,0,0,10,Clear,clear-night,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-27T02:00:00,14.3,14.3,7.5,63.38,0,0,,0,0,14.4,5.4,221,1023.5,10,16.3,0,0,0,10,Clear,clear-night,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-27T03:00:00,13.9,13.9,8.9,71.97,0,0,,0,0,13,11.1,250,1023.4,5,16.3,0,0,0,10,Clear,clear-night,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-27T04:00:00,12.8,12.8,8.6,75.72,0,0,,0,0,13,9.3,260,1023.9,7,16.3,0,0,0,10,Clear,clear-night,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-27T05:00:00,12.7,12.7,8.6,76.23,0,0,,0,0,14.4,11.1,240,1024.3,10,16.3,2,0,0,10,Clear,clear-night,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-27T06:00:00,12.6,12.6,8.7,77.24,0,0,,0,0,13,11.1,240,1024.9,9,16.3,35,0.1,0,10,Clear,clear-day,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-27T07:00:00,13.6,13.6,9,73.34,0,0,,0,0,13,5.4,160,1025.5,4,16.2,217,0.8,2,10,Clear,clear-day,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-27T08:00:00,15.2,15.2,9.7,69.3,0,0,,0,0,13,3.6,180,1026,2,16.2,408,1.5,4,10,Clear,clear-day,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-27T09:00:00,16.8,16.8,9.9,63.39,0,0,,0,0,11.5,5.4,200,1026.3,1,16.2,590,2.1,6,10,Clear,clear-day,"CWVQ,CWIT,CWEW,F8061,CWTA"
"Montréal, QC, Canada",2025-05-27T10:00:00,18.2,18.2,9,54.65,0,0,,0,0,13,3.6,270,1026.2,2,16.3,658,2.4,7,5,Clear,clear-day,"CWVQ,CWIT,CWEW,F8061,CWTA"
"Montréal, QC, Canada",2025-05-27T11:00:00,20.2,20.2,9.4,49.88,0,0,,0,0,11.9,7.6,141,1025.9,2,16.3,856,3.1,9,5,Clear,clear-day,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-27T12:00:00,21.9,21.9,8.9,43.2,0,0,,0,0,13.7,5.4,200,1025.6,1,16.3,920,3.3,9,3,Clear,clear-day,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-27T13:00:00,23.6,23.6,9.7,41.09,0,0,,0,0,15.1,5.4,190,1025.1,4,16.2,923,3.3,9,10,Clear,clear-day,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-27T14:00:00,24,24,8,35.96,0,0,,0,0,15.8,5.4,220,1024.7,4,16.3,871,3.1,9,10,Clear,clear-day,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-27T15:00:00,25.4,25.4,3,23.39,0,0,,0,0,15.1,7.6,191,1024,6,16.3,772,2.8,8,10,Clear,clear-day,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-27T16:00:00,25.5,25.5,2.3,22.14,0,0,,0,0,15.1,9.3,200,1023.5,3,16.2,630,2.3,6,10,Clear,clear-day,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-27T17:00:00,25.9,25.9,3,22.59,0,0,,0,0,14,5.4,200,1023.3,6,16.3,447,1.6,4,10,Clear,clear-day,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-27T18:00:00,25.3,25.3,3.3,24.05,0,0,,0,0,11.2,5.4,210,1022.8,3,16.3,276,1,3,10,Clear,clear-day,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-27T19:00:00,24.2,24.2,4.2,27.33,0,0,,0,0,10.8,3.6,230,1022.8,9,16.3,118,0.4,1,10,Clear,clear-day,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-27T20:00:00,20.7,20.7,5.5,37,0,0,,0,0,9.4,1.8,280,1022.9,8,16.3,21,0.1,0,10,Clear,clear-day,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-27T21:00:00,19.9,19.9,6,40.07,0,0,,0,0,8.6,3.6,290,1023,5,16.3,0,0,0,3,Clear,clear-night,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-27T22:00:00,19.3,19.3,5.8,41.08,0,0,,0,0,7.2,3.6,281,1023.1,3,16.3,0,0,0,5,Clear,clear-night,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-27T23:00:00,20.2,20.2,3.5,33.15,0,0,,0,0,8.6,3.6,271,1023.1,2,16.3,0,0,0,10,Clear,clear-night,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-28T00:00:00,19.1,19.1,3.5,35.51,0,0,,0,0,7.2,3.6,230,1023.1,2,16.3,0,0,0,10,Clear,clear-night,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-28T01:00:00,18.4,18.4,4.2,38.93,0,0,,0,0,7.2,5.4,260,1023.1,4,16.3,0,0,0,10,Clear,clear-night,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-28T02:00:00,18.1,18.1,5.3,42.81,0,0,,0,0,8.6,7.6,270,1023.1,5,16.3,0,0,0,10,Clear,clear-night,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-28T03:00:00,17.2,17.2,5.5,45.94,0,0,,0,0,7.2,11.1,270,1023,2,16.3,0,0,0,10,Clear,clear-night,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-28T04:00:00,16.6,16.6,6.8,52.14,0,0,,0,0,7.2,9.3,270,1023.1,3,16.3,0,0,0,10,Clear,clear-night,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-28T05:00:00,15.3,15.3,7.1,58.24,0,0,,0,0,7.2,3.6,280,1023.8,4,16.3,2,0,0,10,Clear,clear-night,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-28T06:00:00,15.3,15.3,7.4,59.03,0,0,,0,0,5.8,3.6,160,1023.9,5,16.2,38,0.1,0,10,Clear,clear-day,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-28T07:00:00,16.9,16.9,7,51.87,0,0,,0,0,5.8,5.4,160,1024.2,3,16.2,213,0.8,2,10,Clear,clear-day,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-28T08:00:00,19.1,19.1,7.5,46.74,0,0,,0,0,5.8,1.8,81,1024.3,2,16.2,398,1.4,4,10,Clear,clear-day,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-28T09:00:00,20.7,20.7,8.9,46.48,0,0,,0,0,5.8,5.4,120,1024.3,1,16.2,578,2.1,6,10,Clear,clear-day,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-28T10:00:00,22.2,22.2,9.7,45,0,0,,0,0,7.2,5.4,160,1024,1,16.3,734,2.6,7,10,Clear,clear-day,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-28T11:00:00,23.7,23.7,7.3,34.74,0,0,,0,0,7.2,7.6,160,1023.7,1,16.3,844,3,8,10,Clear,clear-day,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-28T12:00:00,24.9,24.9,5.3,28.34,0,0,,0,0,7.9,5.4,160,1023.3,1,16.3,911,3.3,9,10,Clear,clear-day,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-28T13:00:00,26.2,26.2,2.9,22.03,0,0,,0,0,9,5.4,210,1022.7,2,16.3,918,3.3,9,10,Clear,clear-day,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-28T14:00:00,26.7,26.7,4.2,23.56,0,0,,0,0,10.4,3.6,190,1021.9,2,16.3,875,3.2,9,10,Clear,clear-day,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-28T15:00:00,26.4,26.4,2.4,21.14,0,0,,0,0,10.8,7.6,160,1021.2,8,16.3,777,2.8,8,10,Clear,clear-day,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-28T16:00:00,26.9,26,1.8,19.67,0,0,,0,0,10.1,5.4,120,1020.5,3,16.3,646,2.3,6,10,Clear,clear-day,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-28T17:00:00,26.7,26,2.7,21.09,0,0,,0,0,9.7,3.6,10,1020,14,16.3,351,1.3,4,10,Clear,clear-day,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-28T18:00:00,26.8,26,2.4,20.53,0,0,,0,0,8.3,5.4,260,1019.3,23,16.3,240,0.9,2,10,Partially cloudy,partly-cloudy-day,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-28T19:00:00,25.7,25.7,3.8,24.19,0,0,,0,0,7.2,3.6,200,1019.1,40,16.3,132,0.5,1,10,Partially cloudy,partly-cloudy-day,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-28T20:00:00,22.9,22.9,6,33.37,0,0,,0,0,6.8,3.6,241,1019.1,35,16.3,30,0.1,0,10,Partially cloudy,partly-cloudy-day,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-28T21:00:00,20.9,20.9,6,37.74,0,0,,0,0,6.5,3.6,241,1018.8,35,16.3,0,0,0,10,Partially cloudy,partly-cloudy-night,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-28T22:00:00,20.8,20.8,6.3,38.8,0,0,,0,0,6.5,3.6,240,1018.6,24,16.2,0,0,0,10,Partially cloudy,partly-cloudy-night,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-28T23:00:00,19.8,19.8,6.2,40.99,0,0,,0,0,7.9,3.6,212,1018.1,38,16.2,0,0,0,10,Partially cloudy,partly-cloudy-night,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-29T00:00:00,20.3,20.3,5.4,37.64,0,0,,0,0,9,3.6,210,1017.6,59,16.2,0,0,0,10,Partially cloudy,partly-cloudy-night,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-29T01:00:00,20.8,20.8,5.3,36.25,0,0,,0,0,10.4,5.4,191,1017.5,49,16.3,0,0,0,10,Partially cloudy,partly-cloudy-night,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-29T02:00:00,18.8,18.8,9.4,54.19,0,0,,0,0,31.7,9.4,190,1017.5,61,16.3,0,0,0,10,Partially cloudy,partly-cloudy-night,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-29T03:00:00,17.3,17.3,11.1,67.01,0,0,,0,0,27.7,7.6,180,1017.3,84,16.3,0,0,0,10,Partially cloudy,partly-cloudy-night,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-29T04:00:00,16.9,16.9,10.7,66.92,0,0,,0,0,13,7.6,170,1017.2,77,16.3,0,0,0,10,Partially cloudy,partly-cloudy-night,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-29T05:00:00,16.4,16.4,10.8,69.54,0,0,,0,0,14.8,5.4,168,1017.4,83,16.3,2,0,0,10,Partially cloudy,partly-cloudy-night,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-29T06:00:00,16.2,16.2,11.2,72.31,0,0,,0,0,14.4,5.4,169,1017.5,95,16.2,42,0.2,0,10,Overcast,cloudy,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-29T07:00:00,16.3,16.3,11.2,71.37,0,0,,0,0,14.4,7.6,180,1017.5,86,16.2,101,0.4,1,10,Partially cloudy,partly-cloudy-day,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-29T08:00:00,16.9,16.9,11,67.81,0,0,,0,0,15.8,5.4,180,1017.3,88,16.2,203,0.7,2,10,Partially cloudy,partly-cloudy-day,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-29T09:00:00,17.3,17.3,11,66.11,0,0,,0,0,15.8,3.6,180,1016.7,86,16.2,134,0.5,1,10,Partially cloudy,partly-cloudy-day,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-29T10:00:00,18.2,18.2,11.4,64.53,0,0,,0,0,15.8,7.5,190,1016.2,84,16.3,316,1.1,3,10,Partially cloudy,partly-cloudy-day,"CWVQ,CWIT,CWEW,F8061,CWTA"
"Montréal, QC, Canada",2025-05-29T11:00:00,18.3,18.3,10.9,61.67,0,0,,0,0,15.8,7.6,191,1015.7,88,16.3,272,1,3,10,Partially cloudy,partly-cloudy-day,"CWVQ,CWIT,CWEW,F8061,CWTA"
"Montréal, QC, Canada",2025-05-29T12:00:00,17.9,17.9,12,67.98,0,0,,0,0,17.3,5.4,190,1015.1,85,16.3,257,0.9,3,10,Partially cloudy,partly-cloudy-day,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-29T13:00:00,17.3,17.3,13.3,77.82,0,0,,0,0,16.6,3.6,330,1014.1,88,16.3,150,0.5,2,10,Partially cloudy,partly-cloudy-day,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-29T14:00:00,18.2,18.2,12.9,71.22,0.001,100,rain,0,0,16.6,1.8,319,1013,85,16.3,350,1.3,4,10,"Rain, Partially cloudy",rain,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-29T15:00:00,19.1,19.1,11.9,62.69,0,0,,0,0,16.2,5.4,111,1012.2,81,16.3,416,1.5,4,10,Partially cloudy,partly-cloudy-day,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-29T16:00:00,18.7,18.7,11.4,62.19,0,0,,0,0,16.2,3.7,249,1011.5,72,14.5,305,1.1,3,10,Partially cloudy,partly-cloudy-day,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-29T17:00:00,17.9,17.9,13,73.04,0,0,,0,0,16.6,0.1,359,1010.8,79,14.5,162,0.6,2,10,Partially cloudy,partly-cloudy-day,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-29T18:00:00,17.9,17.9,13.3,74.49,0,0,,0,0,15.5,1.9,220,1010.2,77,11.2,54,0.2,1,10,Partially cloudy,partly-cloudy-day,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-29T19:00:00,17,17,13.9,82.49,0,0,,0,0,14,0.1,359,1009.8,66,12.7,46,0.2,0,10,Partially cloudy,partly-cloudy-day,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-29T20:00:00,16.8,16.8,13.4,79.89,0,0,,0,0,40.7,0.1,359,1009.3,68,11.2,35,0.1,0,10,Partially cloudy,partly-cloudy-day,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-29T21:00:00,16.1,16.1,13,81.39,0,0,,0,0,14.8,4,171,1008.9,67,11.2,3,0,0,10,Partially cloudy,partly-cloudy-night,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-29T22:00:00,15.9,15.9,13,82.44,0,0,,0,0,183.6,5.7,160,1008.5,74,16.3,0,0,0,10,Partially cloudy,partly-cloudy-night,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
"Montréal, QC, Canada",2025-05-29T23:00:00,16.4,16.4,12.9,79.32,0,0,,0,0,148.3,3.8,170,1007.9,78,14.5,0,0,0,10,Partially cloudy,partly-cloudy-night,"CWVQ,CWIT,CWEW,CWIZ,F8061,CWTA"
